151	PRESIDENT STREET	11231
151	SOMERS STREET	11233
151	LAKE AVENUE	10303
151	EAST 22ND STREET	10010
151	RADIGAN AVENUE	10309
151-01	17 AVENUE	11357
151-01	17 AVENUE	11357
151-03	17 AVENUE	11357
151-03	17 AVENUE	11357
151-05	32 AVE	11354
151-05	82 STREET	11414
151-06	25 AVENUE	11354
151-06	WILLETS POINT BLVD	11357
151-07	17 AVENUE	11357
151-07	17 AVENUE	11357
151-09	17 AVENUE	11357
151-09	17 AVENUE	11357
151-10	133RD AVE	11434
151-11	19TH AVENUE	11357
151-11	19TH AVENUE	11357
151-11	BAYSIDE AVENUE	11354
151-11	18 AVENUE	11357
151-11	18 AVENUE	11357
151-13	17 AVENUE	11357
151-13	17 AVENUE	11357
151-14	85 AVE	11432
151-15	29TH AVENUE	11354
151-15	29TH AVENUE	11354
151-16	24 ROAD	11357
151-17	17 AVENUE	11357
151-17	17 AVENUE	11357
151-17	19TH AVENUE	11357
151-17	19TH AVENUE	11357
151-17	20 AVENUE	11357
151-18	20 AVENUE	11357
151-20	18 AVENUE	11357
151-20	18 AVENUE	11357
151-21	17 AVENUE	11357
151-21	17 AVENUE	11357
151-21	22 AVENUE	11357
151-21	22 AVE	11357
151-23	26 AVE	11354
151-23	26 AVE	11354
151-24	17TH ROAD	11357
151-24	17TH RD	11357
151-25	17 AVENUE	11357
151-25	17 AVENUE	11357
151-25	WILLETS POINT BLVD	11357
151-26	6TH ROAD	11357
151-28	12 ROAD	11357
151-29	17 ROAD	11357
151-29	17 ROAD	11357
151-33	WILLETS POINT BLVD	11357
151-33	WILLETS POINT BLVD	11357
151-36	21 AVENUE	11357
151-39	24 AVENUE	11357
151-39	24 AVENUE	11357
151-40	21 AVENUE	11357
151-43	26 AVE	11354
151-45	11 AVE	11357
151-45	134TH AVENUE	11434
151-45 GAR	11TH AVE	11357
151-46	17 ROAD	11357
151-47	22 AVENUE	11357
151-47	22 AVENUE	11357
151-48	27 AV	11354
151-48	21 AVENUE	11357
151-49	20 AVENUE	11357
151-49	20 AVENUE	11357
151-49	28 AVENUE	11354
151-50	25TH AVENUE	11357
151-51	135 AVE	11434
151-52	135TH AVENUE	11434
151-53 GAR	24 AVE	11357
151-54	20 AVE	11357
151-54	20 AVE	11357
151-56	25 DRIVE	11354
151-58	28TH AVE	11354
151-60	21 AVENUE	11357
151-63	135 AVENUE	11434
151-63	134TH AVENUE	11434
151-68	17TH RD.	11357
151-71	20 ROAD	11357
151-71	20 ROAD	11357
151-74	19TH AVE	11357
151-74	19TH AVE	11357
151-75	22 AVENUE	11357
151-75	19 AVE	11357
151-75	19 AVE	11357
151-82	19TH AVE	11357
151-82	19TH AVE	11357
1510	CARROLL STREET	11213
1510	SECOND AVENUE	10021
1510	LEXINGTON AVENUE	10029
1511	BRYANT AVE	10460
1511	DEAN STREET	11213
1511	BROADWAY	10036
1512	BOONE AVENUE	10460
1512	44 STREET	11219
1512	EAST 3 STREET	11230
1513	69TH STREET	11219
1513	69 STREET	11219
1513	GATES AVENUE	11237
1514	EAST 3 STREET	11230
1514	EAST   19 STREET	11230
1514	49 STREET	11219
1515	ARDEN AVENUE	10312
1515	KIMBALL STREET	11234
1515	JARVIS AVE	10461
1515	WILLIAMSBRIDGE ROAD	10461
1515	PARK PLACE	11213
1516	FULTON STREET	11216
1517	54TH ST	11219
1517	KENNELWORTH PLACE	10465
1517	MERMAID AVENUE	11224
1517	NEW YORK AVE	11210
1517	BUSHWICK AVENUE	11207
1518	OVERING STREET	10461
1518	PITKIN AVE	11212
1518	86TH STREET	11228
1519	52  STREET	11219
1519	EAST 4TH STREET	11230
1519	EAST 4TH ST	11230
1519	NEW YORK AVE	11210
152	HENRY STREET	10002
152	GRAND STREET	11249
152	WEST 128 STREET	10027
152	HUNTINGTON STREET	11231
152	W. 140TH STREET	10030
152	BEACH AVENUE	10306
152	HUNTINGTON STREET	11231
152	BROWNING AVENUE	10314
152	WEST 34TH STREET	10001
152	SACKMAN STREET	11233
152	EAST   65 STREET	10021
152	NINTH AVE	10011
152	WEST 13 STREET	10011
152	MADISON AVENUE	10016
152	HUSSON AVENUE	10473
152	MANHATTAN AVENUE	11206
152	UNDERHILL AVENUE	11238
152	LUQUER STREET	11231
152	58 STREET	11220
152	STERLING PLACE	11217
152	SOUTH 4 STREET	11211
152	STERLING PLACE	11217
152	WILLOW STREET	11201
152	INDIA STREET	11222
152	MANHATTAN AVE	11206
152	BEACH 67 STREET	11692
152	OCEANSIDE AVENUE	11697
152	EL CAMINO LOOP	10309
152	MORELAND STREET	10306
152	HARBOR ROAD	10303
152	VEDDER AVENUE	10302
152	BURKE AVENUE	10314
152	ROMAN AVENUE	10314
152	LILY POND AVENUE	10305
152	W 122 STREET	10027
152	FREEMAN STREET	11222
152	PRESIDENT STREET	11231
152	WEST 76 STREET	10023
152	OCEAN AVENUE	11697
152	FREEBORN STREET	10306
152	23 ST	11232
152	RUSSELL STREET	11222
152	BEACH    6 STREET	11691
152-08	123 AVE	11434
152-09	88 AV	11432
152-09	136 AVENUE	11434
152-11	136 AVENUE	11434
152-17	ROCKAWAY BLVD	11434
152-22	NORTHERN BOULEVARD	11354
152-23	ROCKAWAY BLVD	11434
152-28GAR	134TH AVENUE	11434
152-43	11 AVENUE	11357
152-58	10TH AVENUE	11357
1520	YORK AVE	10028
1520	CARROLL STREET	11213
1520	FOREST AVENUE	10302
1520	STORY AVENUE	10473
1520	YORK AVE	10028
1520	WHITE PLAINS ROAD	10462
1520	OVERING STREET	10461
1520	49TH STREET	11219
1520	86 STREET	11228
1520	PROSPECT PLACE	11213
1520	48 STREET	11219
1520	ST JOHNS PLACE	11213
1521	ST JOHNS PLACE	11213
1521	EAST    7 STREET	11230
1521	70 STREET	11228
1522	MCDONALD STREET	10461
1522	48 STREET	11219
1523	76 STREET	11228
1523	UNDERCLIFF AVENUE	10453
1523	58 STREET	11219
1523	56 STREET	11219
1523	59TH STREET	11219
1523	45TH STREET	11219
1523	AVENUE U	11229
1525	ST JOHNS PLACE	11213
1525	NEW YORK AVENUE	11210
1525	ST NICHOLAS AVENUE	10033
1525	EAST 38TH STREET	11234
1525	43 STREET	11219
1525	58 STREET	11219
1526	DWIGHT PLACE	10465
1526	MACE AVENUE	10469
1526	PARK PLACE	11213
1526	VYSE AVENUE	10460
1526	WHITE PLAINS ROAD	10462
1526	GRAND CONCOURSE	10457
1526	38 STREET	11218
1527	SOUTHERN BLVD.	10460
1527	NEW YORK AVENUE	11210
1527	58 STREET	11219
1527	60 STREET	11219
1528	FOREST HILL ROAD	10314
1529	NOSTRAND AVE	11226
152G	BEACH AVENUE	10306
153	HAMDEN AVENUE	10306
153	REMSEN STREET	11201
153	LORIMER	11206
153	EAST 30 STREET	10016
153	WEST   82 STREET	10024
153	WEST 21ST STREET	10011
153	WEST 119 STREET	10026
153	JAMAICA AVENUE	11207
153	WEST END AVENUE	11235
153	PIERREPONT STREET	11201
153	CORBIN PLACE	11235
153	BARLOW DRIVE SOUTH	11234
153	COMPASS PLACE	11692
153	OCEANSIDE AVENUE	11697
153	OCEAN AVENUE	11697
153	EL CAMINO LOOP	10309
153	LACONIA AVENUE	10305
153	BURKE AVENUE	10314
153	NEW DORP LANE	10306
153	DAVID STREET	10308
153	SAND LANE	10305
153	EAST 30TH STREET	10016
153	JACKSON AVENUE	10305
153	BEDELL AVENUE	10307
153	BEDELL AVENUE	10307
153	COLERIDGE STREET	11235
153	COLERIDGE ST	11235
153	EAST 149 STREET	10451
153	76TH STREET	11209
153	MARTENSE ST	11226
153	BAY 49 STREET	11214
153	ROBIN ROAD	10305
153	FRANKLIN STREET	10013
153	EAST BROADWAY	10002
153	GRAND STREET	11249
153	SHERMAN AVENUE	10034
153	FISHER AVENUE	10307
153	MACDOUGAL STREET	11233
153	BEACH    5 STREET	11691
153 GARAGE	DAVID STREET	10308
153-01	58TH ROAD	11355
153-02	78 ROAD	11367
153-02	78 AVENUE	11367
153-02A	NORTHERN BLVD.	11354
153-04	76 ROAD	11367
153-06	77 RD	11367
153-07	35 AVE	11354
153-07	35 AVE	11354
153-09	109 ROAD	11433
153-10	59TH AVE	11355
153-11	90 AVENUE	11432
153-11	BARCLAY AVE.	11355
153-11	120 AVE	11434
153-11	109 ROAD	11433
153-14	32 AVE	11354
153-14	BOOTH MEMORIAL AVENUE	11355
153-14	77 AVENUE	11367
153-18	SOUTH ROAD	11433
153-18	78 AVE	11367
153-18	109TH ROAD	11433
153-19	122 AVENUE	11434
153-20	109TH ROAD	11433
153-20	SOUTH ROAD	11433
153-22	109TH ROAD	11433
153-22	BOOTH MEMORIAL AVENUE	11355
153-22	SOUTH ROAD	11433
153-24	109TH ROAD	11433
153-24	77 AVENUE	11367
153-24	BOOTH MEMORIAL AVE	11355
153-25	59 AVE	11355
153-26	77 RD	11367
153-26	109TH ROAD	11433
153-26	123 AVENUE	11434
153-27	88 AVENUE	11432
153-28	119TH ROAD	11434
153-31	41 AVE	11354
153-31	41 AVE	11354
153-35	77 AVE	11367
153-36	121 AVENUE	11434
153-38	58 RD	11355
153-38	120 AVENUE	11434
153-50	58 RD	11355
153-52	76 ROAD	11367
153-53	77 AVENUE	11367
153-75	ROCKAWAY BOULEVARD	11434
1530	MACE AVENUE	10469
1530	STORY AVENUE	10473
1530	BEACH AVENUE	10460
1530	PITKIN AVENUE	11212
1530	PUTNAM AVE	11237
1530	BEDFORD AVENUE	11216
1532	50 STREET	11219
1532	GATES  AVE.	11237
1533	39 STREET	11218
1533	83 STREET	11228
1533	E 19 STREET	11230
1534	PROSPECT PLACE	11213
1534	57 STREET	11219
1534	PUTNAM AVE	11237
1535	VYSE AVENUE	10460
1535	EAST   17 STREET	11230
1535	BERGEN ST	11213
1535	49 STREET	11219
1535	44 STREET	11219
1535	41 STREET	11218
1535	RICHMOND AVENUE	10314
1536	44 ST	11219
1536	52 ST	11219
1536	THIRD  AVE.	10028
1536	KENNELLWORTH PLACE	10465
1536	62ND STREET	11219
1536	62ND STREET	11219
1537	CASTLE HILL AVENUE	10462
1537	PACIFIC STREET	11213
1538	NEW YORK AVENUE	11210
1538	WEBSTER AVENUE	10457
1538	44 STREET	11219
1538	BRYANT AVENUE	10460
1539	EAST 9 STREET	11230
1539	EAST 31 STREET	11234
1539	WEST 3 STREET	11204
1539	72ND STREET	11228
1539	CASTLE HILL AVENUE	10462
154	UNDERHILL AVENUE	11238
154	NELSON STREET	11231
154	STAFFORD AVENUE	10312
154	GRAHAM AV	11206
154	HICKS STREET	11201
154	ORCHARD STREET	10002
154	WEST  127 STREET	10027
154	W 73RD STREET	10023
154	MADISON ST	10002
154	CHAMBERS STREET	10007
154	WEST 127TH	10027
154	MADISON STREET	10002
154	NORTH    7 STREET	11249
154	PULASKI STREET	11206
154	KNICKERBOCKER AVENUE	11237
154	MACDONOUGH STREET	11232
154	ELDERTS LANE	11208
154	ST. JOHNS PLACE	11217
154	NORFOLK STREET	11235
154	PRESIDENT STREET	11231
154	BEACH 67 STREET	11692
154	BEACH 137 STREET	11694
154	BEACH 120 STREET	11694
154	OCEANSIDE AVENUE	11697
154	OCEAN AVENUE	11697
154	ROMAN AVENUE	10314
154	FULTON STREET	10304
154	FULTON STREET	10304
154	VEDDER AVENUE	10302
154	BURKE AVENUE	10314
154	EBBITTS STREET	10306
154	ARTHUR AVE	10305
154	LILY POND AVENUE	10305
154	DANIEL LOW TERRACE	10301
154	ELIZABETH STREET	10310
154	WEST 132 STREET	10027
154	DEAN STREET	11217
154	ST JAMES PLACE	11238
154	FRANKLIN STREET	11222
154	PITTSVILLE AVENUE	10307
154	HAVEN AVENUE	10032
154	CLIFTON PL	11238
154	ELIZABETH STREET	10012
154	BEACH    6 STREET	11691
154-01	NORTHERN BLVD	11354
154-02	41 AV	11354
154-02	35 AVE	11354
154-03	25 AVENUE	11357
154-03	24 ROAD	11357
154-04	BEECH AVE	11355
154-04	BEECH AVE	11355
154-05	NORTHERN BLVD	11354
154-05	NORTHERN BLVD.	11354
154-08	WILLETS POINT BLVD	11357
154-08	NORTHERN BLVD.	11354
154-10	ASH AVE	11355
154-11	132 AVENUE	11434
154-11	HORACE HARDING EXPWY	11367
154-12	ROCKAWAY BLVD	11434
154-12	14 AVENUE	11357
154-14	58 ROAD	11355
154-15	132 AVENUE	11434
154-18	POWELLS COVE BOULEVARD	11357
154-18	ROCKAWAY BLVD	11434
154-20	107 AVENUE	11433
154-20	107 AVENUE	11433
154-20	13 AVENUE	11357
154-20	BARCLAY AVENUE	11355
154-21	58 ROAD	11355
154-22	BARCLAY AVENUE	11355
154-23	11 AVENUE	11357
154-23	11  AVENUE	11357
154-24	58 AVE	11355
154-26	58 AVE	11355
154-27	28 AVE	11354
154-27	28 AVE	11354
154-29	58TH ROAD	11355
154-32	12 AVE	11357
154-32	58TH AVE	11355
154-33	12 AVENUE	11357
154-35	24 ROAD	11357
154-35	24TH AVENUE	11357
154-36	58TH ROAD	11355
154-38	22 AVENUE	11357
154-39	9 AVE	11357
154-39	9 AVE	11357
154-40	12 ROAD	11357
154-40	HORACE HARDING EXPRESSWAY	11367
154-43	9 AVE	11357
154-43	12TH RD.	11357
154-43	9 AVE	11357
154-43	59 AVENUE	11355
154-45	11 AVENUE	11357
154-45	21 AVE	11357
154-47	24 RD	11357
154-47	24 AVENUE	11357
154-47	24 AVE	11357
154-48	23 AVENUE	11357
154-51	25 AVE	11357
154-53	21 AVE	11357
154-53	21  AVENUE	11357
154-54	10 AVENUE	11357
154-56	13 AVE	11357
154-56	22 AVENUE	11357
154-58	9TH AVENUE	11357
154-60	22 AVENUE	11357
154-60	24 AVENUE	11357
154-63	WILLETS POINT BLVD	11357
154-65	12TH AVENUE	11357
154-69	POWELLS COVE BLVD	11357
1540	BRYANT AVENUE	10460
1540	63RD STREET	11219
1540	84 ST	11228
1540	EAST 38 STREET	11234
1540	CASTLETON AVENUE	10302
1540	44ST	11219
1541	63 STREET	11219
1541	EAST 4TH ST	11230
1542	45 STREET	11219
1542	OVINGTON AVENUE	11219
1542	WEST 6 STREET	11204
1542	44 STREET	11219
1543	EAST 19 STREET	11230
1543	EAST NEW YORK AVE	11212
1543	EAST 38 STREET	11234
1543	DEAN STREET	11213
1544	BOONE AVENUE	10460
1544	BROADWAY	11221
1544	DEKALB AVE.	11237
1544	NOSTRAND AVENUE	11226
1544	OCEAN PARKWAY	11230
1545	53 STREET	11219
1545	80TH STREET	11228
1545	47 STREET	11219
1545	ARDEN AVENUE	10312
1546	E 9TH STREET	11230
1546	40 ST	11218
1546	57 STREET	11219
1546	58 STREET	11219
1546GAR	E 9TH STREET	11230
1547	EAST NEW YORK AVENUE	11212
1548	57 STREET	11219
1548	45 STREET	11219
1549	44 STREET	11219
1549	SELWYN AVE.	10457
1549	EAST 98 STREET	11236
1549	EAST 16TH STREET	11230
1549	50 STREET	11219
155	WEST 88TH STREET	10024
155	WEST 145TH STREET	10039
155	PRESTON AVENUE	10312
155	NELSON STREET	11231
155	NOBLE STREET	11222
155	LEXINGTON AVENUE	10016
155	GELDNER  AVE	10306
155	EAST   50 STREET	10022
155	CANAL STREET	10013
155	WEST 66TH STREET	10023
155	EAST 29 STREET	10016
155	WEST 83 STREET	10024
155	WEST 83 STREET	10024
155	WEST 15TH STREET	10011
155	WEST 33RD STREET	10001
155	WEST 126TH STREET	10027
155	WEST 75 STREET	10023
155	CRYSTAL STREET	11208
155	FREEMAN STREET	11222
155	MESEROLE STREET	11206
155	BAY 28TH ST	11214
155	NORFOLK STREET	11235
155	BEACH  144 STREET	11694
155	ROSWELL AVENUE	10314
155	EL CAMINO LOOP	10309
155	BAY STREET	10301
155	HEBERTON AVENUE	10302
155	LABAU AVENUE	10301
155	KENILWORTH AVENUE	10312
155	MILTON AVENUE	10306
155	CROMWELL AVENUE	10304
155	CROMWELL AVENUE	10304
155	BURKE AVENUE	10314
155	CROWN AVENUE	10312
155	BLACKFORD AVENUE	10302
155	CROWN AVENUE	10312
155	COMPASS PLACE	11692
155	ATTORNEY STREET	10002
155	WOODVALE AVENUE	10309
155	WEST 23RD STREET	10011
155	OAK AVENUE	10306
155	OCEANSIDE AVENUE	11697
155	WEST 18TH STREET	10011
155	LIVINGSTON STREET	11201
155	OAK AVENUE	10306
155	WEST   20 STREET	10011
155	EAST 79 STREET	10075
155	WEST 136TH STREET	10030
155	FRIENDSHIP LANE	10314
155	ROBIN ROAD	10305
155	4TH AVENUE	11217
155	EMPIRE BLVD	11225
155-06	110 AVENUE	11433
155-100	BAYVIEW AVENUE	11422
155-14	ROOSEVELT AVE	11354
155-18	78 STREET	11414
155-25	71 AVENUE	11367
155-30	102 STREET	11414
155-35	115 DRIVE	11434
155-39	116 AVENUE	11434
155-55	CROSS BAY BOULEVARD	11414
1550	BROADWAY	11221
1550	ROBERTSON PLACE	10465
1550	FIRST AVE	10028
1550	LAFAYETTE AVENUE	10473
1550	SELWYN AVENUE	10457
1550	ST. PETERS AVENUE	10461
1550	50 ST	11219
1550	59 STREET	11219
1550	THIERIOT AVENUE	10460
1551	EAST  172 STREET	10472
1551	49 STREET	11219
1551	44TH STREET	11219
1551	BASSETT  AVENUE	10461
1551	BROADWAY	10036
1552	BERGEN STREET	11213
1552	MYRTLE  AVENUE	11237
1553	44 ST	11219
1553	2 AVENUE	10028
1553	TOMLINSON AVENUE	10461
1553	78 ST	11228
1553	GLEBE AVE	10462
1553	EAST 98 STREET	11236
1554	MINFORD PLACE	10460
1554	PACIFIC STREET	11213
1554	58 STREET	11219
1554	MINFORD PLACE	10460
1555	49 STREET	11219
1555	ROCKAWAY PARKWAY	11236
1555	EAST    7 STREET	11230
1555	EAST    4 STREET	11230
1555	58 STREET	11219
1555	59 STREET	11219
1555	BASSETT  AVENUE	10461
1555	61 STREET	11219
1556	40 STREET	11218
1556	HYLAN BOULEVARD	10305
1556	FULTON STREET	11216
1556	54 ST	11219
1556	38 STREET	11218
1557	FULTON ST	11216
1557	2ND AVE	10028
1557	45 ST	11219
1559	54 STREET	11219
1559	45 ST	11219
1559	E 29TH ST	11229
1559	61 STREET	11219
156	TILLARY STREET	11201
156	20 STREET	11232
156	BEARD STREET	11231
156	STEPHENS AVENUE	10473
156	GRAHAM AVENUE	11206
156	WEST  132 STREET	10027
156	CANAL STREET	10013
156	WEST 130 STREET	10027
156	EAST 61 STREET	10065
156	EAST 109TH STREET	10029
156	WEST 120TH STREET	10027
156	WEST 121 STREET	10027
156	44 STREET	11232
156	LANGHAM STREET	11235
156	HICKS STREET	11201
156	SKILLMAN STREET	11205
156	FLUSHING AVE	11205
156	ASHFORD STREET	11207
156	EL CAMINO LOOP	10309
156	BROADWAY	11211
156	BEACH 67 STREET	11692
156	SEA GRASS LANE	11692
156	ST ANDREWS ROAD	10306
156	ROMAN AVENUE	10314
156	MORELAND STREET	10306
156	BADEN PLACE	10306
156	CENTER STREET	10306
156	BEDELL AVENUE	10307
156	BEDELL AVENUE	10307
156	LILY POND AVENUE	10305
156	WEST 122 STREET	10027
156	LAFAYETTE AVENUE	11238
156	OXFORD STREET	11235
156	FOREST ROAD	10304
156	OVERLOOK AVENUE	10304
156	IRVING AVENUE	11237
156	WEST 121 STREET	10027
156	DOUGLASS STREET	11217
156	HOPKINS AVE	10306
156	DECATUR STREET	11233
156	MACDONOUGH STREET	11216
156	BEACH 146TH STREET	11694
156	BERKELEY PL	11217
156	BEACH    6 STREET	11691
156-03	14 AVENUE	11357
156-07	SANFORD AVENUE	11355
156-07	14 AVENUE	11357
156-07	102ND STREET	11414
156-09	137TH AVENUE	11434
156-10	32 AVE	11354
156-11	CROSS  ISLAND PARKWAY	11357
156-15	134 AVENUE	11434
156-15	86 STREET	11414
156-19	134 AVENUE	11434
156-19	134 AVENUE	11434
156-26	95TH STREET	11414
156-36	90 STREET	11414
156-36	90 STREET	11414
156-49	85 STREET	11414
1560	INWOOD AVENUE	10452
1560	FULTON STREET	11213
1560	DEKALB AVE	11237
1560	WESTCHESTER AVE	10472
1561	54 STREET	11219
1561	WALTON AVENUE	10452
1561/2	WASHINGTON AVENUE	11205
1562	RICHMOND ROAD	10304
1562	BOGART AVENUE	10462
1563	DECATUR STREET	11385
1563	61 STREET	11219
1564	56 STREET	11218
1564	RALPH AVENUE	11236
1564	EAST 5TH ST	11230
1565	74TH ST	11228
1565	CARROLL STREET	11213
1565	62 STREET	11219
1565	59TH STREET	11219
1565	RICHMOND ROAD	10304
1565	59TH STREET	11219
1565 GARGE	74 STREET	11228
1566	SECOND AVENUE	10028
1566	47TH STREET	11219
1566	84TH STREET	11228
1566	46 STREET	11219
1567	73RD STREET	11228
1567	39 ST	11218
1567	40TH ST.	11218
1567	61 STREET	11219
1568	PACIFIC ST	11213
1569	84TH STREET	11228
157	ROMA AVENUE	10306
157	CLARKE AVENUE	10306
157	LEXINGTON AVENUE	11216
157	WEST 122TH STREET	10027
157	CHAMBERS STREET	10007
157	EAST 33RD STREET	10016
157	RIVINGTON	10002
157	SUFFOLK STREET	10002
157	E 25 ST	10010
157	BAY 41 STREET	11214
157	CLINTON STREET	11201
157	42ND STREET	11232
157	WALLABOUT ST	11206
157	BARLOW DRIVE SOUTH	11234
157	SEA GRASS LANE	11692
157	OCEAN AVENUE	11697
157	BLACKFORD AVENUE	10302
157	PRESENTATION CIRCLE	10312
157	HILLSIDE TERRACE	10308
157	CROMWELL AVENUE	10304
157	LABAU AVENUE	10301
157	CROMWELL AVENUE	10304
157	ROMAN AVENUE	10314
157	MILTON AVENUE	10306
157	WILSON STREET	10304
157	WILSON STREET	10304
157	DAVID STREET	10308
157	MARINE WAY	10306
157	BEACH 140	11694
157 GARAGE	DAVID STREET	10308
157-01	POWELLS COVE BLVD	11357
157-01	115TH ROAD	11434
157-04	12 ROAD	11357
157-05	86 STREET	11414
157-05	86 STREET	11414
157-06	86 STREET	11414
157-11	HORACE HARDING EXPRESSWAY	11367
157-12	89 STREET	11414
157-12	POWELLS COVE BLVD	11357
157-12	137 AVENUE	11434
157-12	87TH STREET	11414
157-12	65 AVENUE	11367
157-12	24 ROAD	11357
157-12 GAR	24 ROAD	11357
157-14	10 AVE	11357
157-14	65 AVENUE	11367
157-15	134 AVENUE	11434
157-15	88 STREET	11414
157-15	86TH STREET	11414
157-15 GAR	88TH STREET	11414
157-16	65 AVENUE	11367
157-17	83RD STREET	11414
157-18	65 AVENUE	11367
157-20	22ND AVENUE	11357
157-20	83 STREET	11414
157-24	84 STREET	11414
157-24	22ND AVENUE	11357
157-25	82  STREET	11414
157-26	NORTHERN BLVD.	11354
157-30	WILLETS POINT BOULEVARD	11357
157-30	90TH STREET	11414
157-31	85TH STREET	11414
157-31	85 STREET	11414
157-32	85TH STREET	11414
157-32	85TH STREET	11414
157-32	22 AVENUE	11357
157-34	LOCKE AVENUE	11357
157-35	19 AVENUE	11357
157-36	90 ST	11414
157-36	87 STREET	11414
157-37	85 STREET	11414
157-37	12TH ROAD	11357
157-38	89 STREET	11414
157-41	12TH AVENUE	11357
157-50	89 ST	11414
157-50	92 STREET	11414
157-51	23 AVE	11357
157-53	10 AVENUE	11357
157-54	24TH AVENUE	11357
157-55	23 AVE	11357
157-65	25 AVENUE	11357
1570	60 STREET	11219
1570	VICTORY BLVD.	10314
1570	VICTORY BLVD	10314
1570	EAST 4TH ST.	11230
1571	51 STREET	11219
1571	52 STREET	11219
1571	61 STREET	11219
1572	44 STREET	11219
1572	45TH STREET	11219
1572	VICTORY BLVD.	10314
1572	82ND STREET	11228
1572	PACIFIC STREET	11213
1573	56TH STREET	11219
1574	60 STREET	11219
1574	EAST 17 STREET	11230
1574	CARROLL STREET	11213
1574	PITKIN AVE	11212
15741	CROSS BAY BOULEVARD	11414
1575	3 AVENUE	10128
1575	EAST   19 STREET	11230
1575	61 STREET	11219
1575	86TH STREET	11228
1577	56 STREET	11219
1578	60 STREET	11219
1578	WILLIAMSBRIDGE ROAD	10461
1578	84 STREET	11228
1578	46TH STREET	11219
158	15 STREET	11215
158	EAST 124 STREET	10035
158	BAY 46 ST	11214
158	BEACH 145 STREET	11694
158	FREEBORN STREET	10306
158	EAST   61 STREET	10021
158	WEST 122ND STREET	10027
158	LAFAYETTE STREET	10013
158	ROEBLING STREET	11211
158	HUNTINGTON STREET	11231
158	SKILLMAN STREET	11205
158	LYNCH STREET	11206
158	SEA GRASS LANE	11692
158	ROXBURY AVENUE	11697
158	EL CAMINO LOOP	10309
158	ROMAN AVENUE	10314
158	CANNON AVENUE	10314
158	CANNON AVENUE	10314
158	MORELAND STREET	10306
158	LANDER AVENUE	10314
158	MULLER AVENUE	10314
158	EGBERT AVENUE	10310
158	LILY POND AVENUE	10305
158	DANIEL LOW TERRACE	10301
158	SLOSSON AVENUE	10314
158	OCEAN AVENUE	11697
158	EAST 74 STREET	10021
158	KANE STREET	11231
158	BADEN PLACE	10306
158	WEST   83 STREET	10024
158	DIKEMAN	11231
158	MULLER AVENUE	10314
158	WEST 58TH ST	10019
158	BUFFALO AVENUE	11213
158	BEACH 122 STREET	11694
158	BEACH    6 STREET	11691
158	BURKE AVENUE	10314
158-01	45 AVE	11358
158-04	130TH AVENUE	11434
158-04	130TH AVENUE	11434
158-11	28 AVENUE	11358
158-13	72 AVENUE	11365
158-13	134 AVENUE	11434
158-13	45 AVE	11358
158-13	45 AVE	11358
158-15	80 STREET	11414
158-15	NORTHERN BOULEVARD	11358
158-15	UNION TURNPIKE	11366
158-15	46 AVENUE	11358
158-16	73 AVE	11366
158-17	81 STREET	11414
158-17	RIVERSIDE DRIVE	11357
158-18	88TH STREET	11414
158-19	76TH AVENUE	11366
158-19	91ST STREET	11414
158-20	CRYDERS LANE	11357
158-21	84 DR	11432
158-21	78 AVE	11366
158-21	78 AVE	11366
158-22	86TH ST	11414
158-24	77 AVE	11366
158-25	83 STREET	11414
158-28	84 STREET	11414
158-28	84 STREET	11414
158-28	77TH AVENUE	11366
158-30	87 STREET	11414
158-30	77TH AVENUE	11366
158-31	84TH STREET	11414
158-32	89 STREET	11414
158-34	85 STREET	11414
158-34	85 STREET	11414
158-36	78TH AVENUE	11366
158-36	78TH AVENUE	11366
158-36	77 ROAD	11366
158-37	84 STREET	11414
158-37	73RD AVENUE	11366
158-37	73RD AVENUE	11366
158-38	77 ROAD	11366
158-39	77 ROAD	11366
158-40	81ST STREET	11414
158-40	79TH AVENUE	11366
158-40	79TH AVENUE	11366
158-40	79TH AVENUE	11366
158-41	88 STREET	11414
158-42	102 STREET	11414
158-42	102 STREET	11414
158-44	CROSS BAY BLVD.	11414
158-46	95 STREET	11414
158-47	78 STREET	11414
158-47	102 STREET	11414
158-49	90 STREET	11414
1580	51 STREET	11219
1580	EAST   45 STREET	11234
1581	HYLAN BOULEVARD	10305
1581	PACIFIC STREET	11213
1582	PROSPECT PLACE	11233
1582	46 ST	11219
1582	EAST 2ND STREET	11230
1582A	PACIFIC ST	11213
1584	FLATBUSH AVENUE	11210
1584	PACIFIC STREET	11213
1585	TOWNSEND AVENUE	10452
1587	FULTON ST	11213
1587	E 19 ST	11230
1589	HYLAN BOULEVARD	10305
159	FRANKLIN AVENUE	11205
159	WEST 78TH STREET	10024
159	DUANE STREET	10013
159	WEST  119 STREET	10026
159	WEST   24 STREET	10011
159	EAST  121 STREET	10035
159	WEST 106 STREET	10025
159	W 78 STREET	10024
159	WEST 126TH ST.	10027
159	CLASSON AVENUE	11205
159	SOUTH    9 STREET	11211
159	BAY 35TH STREET	11214
159	EXETER STREET	11235
159	NORFOLK STREET	11235
159	CENTRAL AVENUE	11221
159	WINTHROP ST	11225
159	SEA  GRASS  LANE	11692
159	OCEAN AVE	11697
159	ROSWELL AVENUE	10314
159	EL CAMINO LOOP	10309
159	PRESENTATION CIRCLE	10312
159	ROMAN AVENUE	10314
