15608 RIVERSIDE DRIVE	10032	57488	40241	6036.1875	8623.13
1562 3 AVENUE	10128	18907	13235	1218	1740
1564 TAYLOR AVENUE	10460	394200	275940	4154.43	5934.9
1565 TOWNSEND AVENUE	10452	39244	27471	4120.704	5886.72
1565 WHITE PLAINS ROAD	10462	32850	22995	3334.28	4763.25
1569 LEXINGTON AVENUE	10029	41063	28744	4167.8438	5954.06
157 EAST 18 STREET	10003	44968	31478	4725	6750
157 WEST 123 STREET	10027	32850	22995	3449.25	4927.5
157 WEST 79 STREET	10024	49275	34493	5173.88	7391.25
1571 UNDERCLIFF AVENUE	10453	66905	46833	7025.025	10035.75
1575 LEXINGTON AVENUE	10029	41063	28744	4167.8438	5954.06
1575 WILLIAMSBRIDGE ROAD	10461	39245	27471	3907.75	5582.5
158 WEST 27 STREET	10001	34632	24242	3552.5	5075
158 WEST 77 STREET	10024	32850	22995	3334.275	4763.25
158 WEST 81 STREET	10024	29565	20696	3104.325	4434.75
158-11 HARRY VAN ARSDALE JR AVENUE	11365	334567	234197	25420.15	36314.5
158-40 JEWEL AVENUE	11365	82125	57488	8623.125	12318.75
158-40 JEWEL AVENUE	11365	230461	161323	24198.405	34569.15
158-40 JEWEL AVENUE	11365	98550	68985	10347.75	14782.5
1580 EDISON AVENUE	10461	20367	14257	1421	2030
1584 EAST 172 STREET	10472	35040	24528	3675	5250
1589 EAST 172 STREET	10472	33945	23762	3451	4930
159 CROSBY STREET	10012	13875	9713	1408.3125	2011.88
159 EAST 92 STREET	10128	14832	10382	3150	4500
159 WEST 25 STREET	10001	32850	22995	3449.25	4927.5
1591 BRUCKNER BOULEVARD	10472	98550	68985	10347.75	14782.5
1591 BRUCKNER BOULEVARD	10472	131400	91980	1407	2010
1591 TOWNSEND AVENUE	10452	32850	22995	3334.275	4763.25
16 EAST 32 STREET	10016	29127	20389	2956.1875	4223.13
16 EAST 40 STREET	10016	50820	35574	5158.23	7368.9
16 ELLIOT PLACE	10452	29127	20389	2956.3905	4223.42
16 HUDSON STREET	10013	75555	52889	7933.275	11333.25
16 WEST 19 STREET	10011	15960	11172	1619.94	2314.2
16 WEST 32 STREET	10001	29127	20389	2956.3905	4223.42
16 WEST 46 STREET	10036	21000	14700	2131.5	3045
16-20 166 STREET	11357	32120	22484	6745.2	9636
16-20 166 STREET	11357	32120	22484	3372.6	4818
16-22 160 STREET	11357	39712	27798	4200	6000
16-24 200 STREET	11360	31864	22305	3345.7725	4779.68
16-87 212 STREET	11360	2470	1729	250.705	358.15
160 5 AVENUE	10010	49056	34339	5075	7250
160 ALLEN STREET	10002	37048	25933	3806.25	5437.5
160 BROADWAY	10038	341640	239148	15943.2	22776
160 CABRINI BOULEVARD	10033	39375	27563	7111.125	10158.75
160 CABRINI BOULEVARD	10033	67725	47408	7111.125	10158.75
160 CABRINI BOULEVARD	10033	67725	47408	7111.125	10158.75
160 CABRINI BOULEVARD	10033	67725	47408	7111.125	10158.75
160 EAST 27 STREET	10016	41063	28744	4167.8438	5954.06
160 EAST 36 STREET	10016	21353	14947	2167.228	3096.04
160 EAST 56 STREET	10022	15476	10833	1620.675	2315.25
160 MADISON AVENUE	10016	14783	10348	1500.373	2143.39
160 RIVERSIDE DRIVE	10024	74679	52275	7841.295	11201.85
160 SHERMAN AVENUE	10034	16407	11485	1665.2852	2378.98
160 WEST 71 STREET	10023	155037	108526	15881.88	22688.4
160 WEST 73 STREET	10023	64605	45224	6776.595	9680.85
160 WEST 73 STREET	10023	49275	34493	5173.875	7391.25
160 WEST 85 STREET	10024	20395	14277	2039.541	2913.63
160 WEST 95 STREET	10025	36316	25421	3676.6212	5252.32
160 WEST KINGSBRIDGE ROAD	10463	35770	25039	3630.66	5186.65
1600 NELSON AVENUE	10453	42413	29689	4304.92	6149.89
1601 PLYMOUTH AVENUE	10461	25550	17885	1667.1375	2381.63
1605 WALTON AVENUE	10452	80300	56210	0	0
161 EAST 206 STREET	10458	26828	18779	2723.042	3890.06
161 EAST 88 STREET	10128	30660	21462	3111.99	4445.7
161 HUDSON STREET	10013	76650	53655	7779.975	11114.25
161 VERNON AVENUE	11206	23506	16454	2385.859	3408.37
161 WEST 61 STREET	10023	168356	117849	17246.25	24637.5
161 WEST 75 STREET	10023	112712	78898	11834.76	16906.8
161 WEST 86 STREET	10024	116800	81760	12264	17520
1610 UNIVERSITY AVENUE	10453	29127	20389	2956.3905	4223.42
1617 PRESIDENT STREET	11213	18250	12775	1667.1375	2381.63
162 5 AVENUE	10010	49056	34339	5075	7250
162 EAST 85 STREET	10028	24902	17431	2527.553	3610.79
162 WEST 165 STREET	10452	24637	17246	2500.757	3572.51
162 WEST 54 STREET	10019	45442	31810	4725	6750
162 WEST 56 STREET	10019	65700	45990	6898.5	9855
1624 78 STREET	11214	14783	10348	1333.71	1905.3
163 EAST 75 STREET	10021	29127	20389	2030	2900
163 EAST 81 STREET	10028	90913	63639	9485.49	13550.7
163 VARICK STREET	10013	32850	22995	3334.275	4763.25
163 WEST 17 STREET	10011	126611	88628	2791.25	3987.5
163-01 17 AVENUE	11357	27612	19329	2899.26	4141.8
1630 GRAND AVENUE	10453	51976	36383	5460	7800
1630 UNDERCLIFF AVENUE	10453	49275	34493	5173.88	7391.25
164 EAST 88 STREET	10128	16425	11498	1667.1375	2381.63
164 SHERMAN AVENUE	10034	15877	11114	1611.3125	2301.88
164 WEST 74 STREET	10023	33726	23608	3423.189	4890.27
164 WEST 75 STREET	10023	117849	82495	12072.48	17246.4
164 WEST 79 STREET	10024	75555	52889	7933.28	11333.25
164-03 89 AVENUE	11432	21681	15177	2202.55	3146.5
165 AUDUBON AVENUE	10033	32850	22995	3334.275	4763.25
165 BROWN PLACE	10454	84178	58925	8623.23	12318.9
165 CHRISTOPHER STREET	10014	99280	69496	10815	15450
165 EAST 35 STREET	10016	44457	31120	4512.3855	6446.27
165 EAST 99 STREET	10029	23816	16671	2417.3494	3453.36
165 PINEHURST AVENUE	10033	53910	37737	3743.25	5347.5
165 SEAMAN AVENUE	10034	49056	34339	5150.88	7358.4
165 ST MARK'S PLACE	10301	268743	188120	27059.9	38657
165 WEST 197 STREET	10468	22630	15841	4593.89	6562.7
165 WEST 20 STREET	10011	71540	50078	2030	2900
165 WEST 66 STREET	10023	269969	188978	27655.32	39507.6
165 WEST 83 STREET	10024	39566	27696	4153.38	5933.4
165 WEST 91 STREET	10024	74679	52275	7841.295	11201.85
1650 WILLIAMSBRIDGE ROAD	10461	16060	11242	1630.09	2328.7
1655 MONROE AVENUE	10457	66008	46206	6650.154	9500.22
166 EAST 63 STREET	10021	122563	85794	12555.27	17936.1
166 EAST 92 STREET	10128	13432	9402	2741.515	3916.45
166 EAST 96 STREET	10128	31481	22037	3307.5	4725
166 SECOND AVENUE	10003	89681	62776	9416.505	13452.15
166 WEST 22 STREET	10011	30076	21053	3045	4350
166 WEST 72 STREET	10023	3120	2184	3990	5700
166 WEST 87 STREET	10024	134320	94024	8814.75	12592.5
166-10 POWELLS COVE BOULEVARD	11357	104832	73382	3197.25	4567.5
166-25 12 AVENUE	11357	59114	41380	3197.25	4567.5
1660 TOPPING AVENUE	10457	55845	39092	7726.32	11037.6
1663 EASTBURN AVENUE	10457	35770	25039	3630.655	5186.65
1665 MORRIS AVENUE	10457	30076	21053	3052.714	4361.02
167 EAST 82 STREET	10028	0	0	0	0
167-15 12 AVENUE	11357	51100	35770	3260.18	4657.4
1674 BROADWAY	10019	20258	14180	2056.187	2937.41
1675 GRAND CONCOURSE	10452	63127	44189	6594.7	9421
168 EAST 74 STREET	10021	44100	30870	4630.5	6615
168-01 12 AVENUE	11357	59114	41380	3197.25	4567.5
1685 MORRIS AVENUE	10457	26827	18779	2639	3770
1686 CLAY AVENUE	10457	15878	11114	1611.3125	2301.88
1693 2 AVENUE	10128	15877	11114	1611.617	2302.31
1694 SELWYN AVENUE	10457	49275	34493	5173.875	7391.25
17 WEST 106 STREET	10025	67963	47574	4567.5	6525
17 WEST 125 STREET	10027	44713	31299	4538.37	6483.39
17 WEST 182 STREET	10453	29952	20966	3144.96	4492.8
17 WEST 20 STREET	10011	13140	9198	812	1160
17 WEST 45 STREET	10036	37559	26291	3812.1878	5445.98
17 WEST 60 STREET	10023	29952	20966	3144.96	4492.8
17 WEST 67 STREET	10023	41062	28744	4167.8945	5954.14
17 WEST 71 STREET	10023	74351	52045	7806.8025	11152.58
17-08 160 STREET	11357	27612	19329	2899.26	4141.8
17-10 STEINWAY STREET	11105	246375	172463	25869.375	36956.25
17-10 STEINWAY STREET	11105	403200	282240	42336	60480
17-10 STEINWAY STREET	11105	408800	286160	42924	61320
17-37 UTOPIA PARKWAY	11357	36500	25550	3832.5	5475
17-37 UTOPIA PARKWAY	11357	15975	11183	1677.375	2396.25
17-37 UTOPIA PARKWAY	11357	44712	31299	4684.05	6691.5
17-37 UTOPIA PARKWAY	11357	86961	60873	9083.025	12975.75
17-37 UTOPIA PARKWAY	11357	44712	31299	4684.05	6691.5
17-63 166 STREET	11357	74825	52378	7665	10950
17-63 166 STREET	11357	74825	52378	7665	10950
17-63 166 STREET	11357	18980	13286	1992.9	2847
170 2 AVENUE	10003	49275	34493	5173.875	7391.25
170 BROADWAY	10038	91250	63875	9581.25	13687.5
170 EAST 78 STREET	10021	32850	22995	3449.25	4927.5
170 EAST 79 STREET	10021	57232	40062	5809.048	8298.64
170 EAST 94 STREET	10128	32850	22995	3449.25	4927.5
170 VERMILYEA AVENUE	10034	26828	18779	2723.042	3890.06
170-40 HIGHLAND AVENUE	11432	35770	25039	3630.655	5186.65
1700 CROTONA PARK EAST	10460	82125	57488	8335.6875	11908.13
1700 HARRISON AVENUE	10453	49275	34493	3768.1875	5383.13
1700 YORK AVENUE	10128	121545	85082	12762.33	18231.9
1701 ALBEMARLE ROAD	11226	89681	62776	9416.51	13452.15
1701 EASTBURN AVENUE	10457	22995	16097	2333.9925	3334.28
1704 MORRIS AVENUE	10457	41062	28744	4167.8438	5954.06
1704 SEDDON STREET	10461	29127	20389	2956.39	4223.42
1705 DORCHESTER ROAD	11226	34493	24145	1928.5	2755
171 EAST 77 STREET	10021	21900	15330	2222.85	3175.5
171 WEST 79 STREET	10024	54896	38427	5775	8250
171 WEST 81 STREET	10024	57488	40241	6036.1875	8623.13
171-11 35 AVENUE	11358	14400	10080	12687.5	18125
1711 DAVIDSON AVENUE	10453	41975	29383	4407.38	6296.25
1711 MORRIS AVENUE	10457	82125	57488	8335.6875	11908.13
1712 NELSON AVENUE	10453	44457	31120	4512.3855	6446.27
1715 NELSON AVENUE	10453	31755	22229	3223.1325	4604.48
1718 GRAND AVENUE	10453	49932	34952	5242.86	7489.8
172 SHERMAN AVENUE	10034	28032	19622	2842	4060
172 SPRING STREET	10012	22995	16097	2333.9925	3334.28
172 WEST 79 STREET	10024	74679	52275	7841.295	11201.85
1721 GRAND AVENUE	10453	59860	41902	6300	9000
1725 ANDREWS AVENUE	10453	68729	48111	7216.65	10309.5
1726 DAVIDSON AVENUE	10453	91980	64386	9335.97	13337.1
1727 WALTON AVENUE	10453	44968	31478	4725	6750
173 WEST 78 STREET	10024	59940	41958	6293.7	8991
173 WEST 78 STREET	10024	68985	48290	7001.9775	10002.83
1730 HARRISON AVENUE	10453	30938	21656	3140.1563	4485.94
1731/1739 PILGRIM AVENUE	10461	31865	22305	3234.2975	4620.43
174 EAST 74 STREET	10021	175608	122925	9030	12900
174-10 67 AVENUE	11365	0	0	0	0
1741 PILGRIM AVENUE	10461	32850	22995	3334.275	4763.25
1747 CLAY AVENUE	10457	41062	28744	4311.5625	6159.38
175 PINEHURST AVENUE	10033	24090	16863	2436	3480
175 VARICK STREET	10014	58500	40950	5937.75	8482.5
175 WEST 72 STREET	10023	73656	51559	7733.88	11048.4
175 WEST 72 STREET	10023	93240	65268	9790.2	13986
175 WEST 73 STREET	10023	102200	71540	10731	15330
175 WEST 73 STREET	10023	102200	71540	10731	15330
175 WEST 76 STREET	10023	102441	71709	10500	15000
175 WEST 79 STREET	10024	105908	74136	10669.68	15242.4
175-06 DEVONSHIRE ROAD	11432	60773	42541	6381.165	9115.95
1750 GRAND AVENUE	10453	32850	22995	3334.28	4763.25
1750 GRAND CONCOURSE	10457	67500	47250	6914.25	9877.5
1751 VAN BUREN STREET	10460	35040	24528	3552.5	5075
1755 WEEKS AVENUE	10457	40004	28003	4200	6000
1758 EASTBURN AVENUE	10457	24528	17170	2572.5	3675
176 EAST 176 STREET	10457	31680	22176	3360	4800
176 WEST 87 STREET	10024	87600	61320	9198	13140
1760 ANDREWS AVENUE	10453	44712	31299	4694.865	6706.95
177 EAST 87 STREET	10128	32850	22995	3334.275	4763.25
1770 ANDREWS AVENUE	10453	54745	38322	5775	8250
1770 EAST 172 STREET	10472	63502	44451	6510	9300
1774 EASTBURN AVENUE	10457	28032	19622	2842	4060
1776 BROADWAY	10019	41063	28744	4167.8438	5954.06
1779 81 STREET	11214	32850	22995	3334.275	4763.25
1786 TOPPING AVENUE	10457	30076	21053	3150	4500
179 BENNETT AVENUE	10040	45442	31810	4771.52	6816.45
179 EAST 79 STREET	10021	45990	32193	4828.95	6898.5
1790 BROADWAY	10019	140525	98368	20036.1	28623
1790 WEEKS AVENUE	10457	55480	38836	5825.4	8322
1793 RIVERSIDE DRIVE	10034	49932	34952	5250	7500
1795 RIVERSIDE DRIVE	10034	45443	31810	4771.52	6816.45
18 EAST 16 STREET	10003	22995	16097	2333.9925	3334.28
18 EAST 53 STREET	10022	58400	40880	6132	8760
18 WEST 70 STREET	10023	31865	22305	3345.825	4779.75
18-12 21 AVENUE	11105	74095	51867	7520.6425	10743.78
18-15 215 STREET	11360	115523	80866	12075	17250
18-15 215 STREET	11360	307913	215539	31762.5	45375
18-18 41 STREET	11105	28000	19600	2537.5	3625
18-65 211 STREET	11360	197100	137970	20695.5	29565
180 WEST 93 STREET	10025	24768	17338	2537.5	3625
180 WEST 93 STREET	10025	24768	17338	2537.5	3625
1800 DR M L KING JR BOULEVARD	10453	29674	20772	3012.01	4302.88
1801 DR M L KING JR BOULEVARD	10453	16280	11396	1624	2320
1801 LORING PLACE	10453	26280	18396	2659.3	3799
1803 HAIGHT AVENUE	10461	108587	76011	11114.25	15877.5
1803 HAIGHT AVENUE	10461	43800	30660	4599	6570
1803 RIVERSIDE DRIVE	10034	45443	31810	4612.47	6589.24
1804 HARRISON AVENUE	10453	49275	34493	5001.4125	7144.88
1806 VYSE AVENUE	10460	37084	25959	3885	5550
181 EAST 161 STREET	10451	29674	20772	3115.875	4451.25
181 EAST 73 STREET	10021	80482	56338	8450.715	12072.45
181 EAST 73 STREET	10021	224475	157133	22995	32850
181 EAST 93 STREET	10128	25404	17783	2537.5	3625
181 VERMILYEA AVENUE	10034	28032	19622	2842	4060
181 WEST TREMONT AVENUE	10453	47268	33087	3889.99	5557.13
1812 HARRISON AVENUE	10453	22995	16097	2333.9925	3334.28
1815 MONROE AVENUE	10457	45136	31595	4725	6750
1815 MORRIS AVENUE	10453	41756	29229	4410	6300
1816 WHITE PLAINS ROAD	10462	32850	22995	3334.275	4763.25
1818 ANTHONY AVENUE	10457	41204	28843	4346.16	6208.8
1819 WILLIAMSBRIDGE ROAD	10461	48060	33642	4641.392	6630.56
1820 MORRIS AVENUE	10453	42924	30047	4507.02	6438.6
1824 WEEKS AVENUE	10457	15877	11114	1611.62	2302.31
1826 WHITE PLAINS ROAD	10462	24638	17246	3778.85	5398.35
183 MADISON AVENUE	10016	46519	32563	4882.5	6975
183 MADISON AVENUE	10016	109500	76650	11497.5	16425
183 PINEHURST AVENUE	10033	14976	10483	1522.5	2175
183 SULLIVAN STREET	10012	31755	22229	3223.1325	4604.48
1834 PHELAN PLACE	10453	389871	272910	38987.9	55697
1838 VYSE AVENUE	10460	44968	31478	4567.5	6525
1840 GRAND CONCOURSE	10457	44968	31478	4725	6750
1840 PHELAN PLACE	10453	32120	22484	3360	4800
1841 BROADWAY	10023	85775	60043	3675	5250
1841 DR M L KING JR BOULEVARD	10453	82411	57688	9198	13140
1841 WILLIAMSBRIDGE ROAD	10461	19856	13899	2030	2900
1845 BOGART AVENUE	10462	22192	15534	2267.307	3239.01
1845 HOBART AVENUE	10461	83038	58126	5557.125	7938.75
1848 MONROE AVENUE	10457	19856	13899	2015.384	2879.12
185 CLAREMONT AVENUE	10027	25623	17936	2690.415	3843.45
185 EAST 162 STREET	10451	51684	36179	5426.82	7752.6
185 EAST 163 STREET	10451	0	0	0	0
185 EAST 3 STREET	10009	32850	22995	3334.275	4763.25
185 ERASMUS STREET	11226	70518	49363	7404.39	10577.7
185 MC CLELLAN STREET	10456	82125	57488	8620.5	12315
185 VARICK STREET	10014	57488	40241	5834.9813	8335.69
1854 7 AVENUE	10026	57487	40241	6036.24	8623.2
1855 GRAND CONCOURSE	10453	36135	25295	3234	4620
186 EAST 164 STREET	10456	39694	27786	4167.84	5954.06
186 JAY STREET	11201	58800	41160	2377.2	3396
186 PINEHURST AVENUE	10033	35314	24720	0	0
1860 GRAND CONCOURSE	10457	46013	32210	4813.76	6876.8
1860 MORRIS AVENUE	10453	49932	34952	5250	7500
1861 SEDGWICK AVENUE	10453	57488	40241	5834.9813	8335.69
1864 7 AVENUE	10026	41063	28744	4161.5	5945
187 EAST 116 STREET	10029	14500	10150	1471.75	2102.5
187 PINEHURST AVENUE	10033	25295	17706	2567.3918	3667.7
1878 HARRISON AVENUE	10453	47796	33458	5018.58	7169.4
188 ST NICHOLAS' AVENUE	10026	87600	61320	5173.88	7391.25
1881 GRAND CONCOURSE	10453	20148	14104	2030	2900
1881 PARK AVENUE	10035	44000	30800	4466	6380
1886 BROADWAY	10023	305852	214096	18351.85	26216.93
189 CLAREMONT AVENUE	10027	29675	20772	3115.875	4451.25
189 HUDSON STREET	10013	73000	51100	7409.5	10585
189 SHERMAN AVENUE	10034	34930	24451	3552.5	5075
189-10 37 AVENUE	11358	41062	28744	4311.5625	6159.38
189-14 CROCHERON AVENUE	11358	73000	51100	7665	10950
1890 7 AVENUE	10026	20236	14165	2030	2900
1890 ANDREWS AVENUE	10453	31755	22229	3223.13	4604.48
1890 EAST 14 STREET	11229	21900	15330	2222.85	3175.5
19 DONGAN PLACE	10040	25039	17527	2625	3750
19 MARINE AVENUE	11209	27010	18907	2741.515	3916.45
19 VAN CORTLANDT AVENUE EAST	10468	22950	16065	2409.75	3442.5
19 WEST 24 STREET	10010	44400	31080	4725	6750
19 WEST 36 STREET	10018	38115	26681	3868.6725	5526.68
19 WEST 44 STREET	10036	68200	47740	7161	10230
19 WEST 55 STREET	10019	39694	27786	4060	5800
19-29 23 AVENUE	11105	17812	12468	1807.918	2582.74
190 RIVERSIDE DRIVE	10024	81030	56721	8224.55	11749.35
190 WADSWORTH AVENUE	10033	30098	21069	3045	4350
190-25 WOODHULL AVENUE	11423	132860	93002	10156.13	14508.75
190-25 WOODHULL AVENUE	11423	48727	34109	4945.892	7065.56
190-25 WOODHULL AVENUE	11423	48727	34109	4945.892	7065.56
1900 BROADWAY	10023	367920	257544	22075.2	31536
1900 GRAND CONCOURSE	10457	44713	31299	3451	4930
1901 1 AVENUE	10029	175200	122640	39858	56940
1901 1 AVENUE	10029	236520	165564	10500	15000
1902 7 AVENUE	10026	27922	19546	2730	3900
1910 ARTHUR AVENUE	10457	70080	49056	4890.27	6986.1
1910 ARTHUR AVENUE	10457	40500	28350	4110.75	5872.5
1910 BENEDICT AVENUE	10462	18907	13235	1919.06	2741.52
1910 DR M L KING JR BOULEVARD	10453	24638	17246	2500.76	3572.51
1910 PELHAM PARKWAY	10461	41062	28744	4167.8945	5954.14
1910 PELHAM PARKWAY	10461	57487	40241	5834.9813	8335.69
1915 BILLINGSLEY TERRACE	10453	31755	22229	3223.13	4604.48
1915 MORRIS AVENUE	10453	53108	37175	5576.34	7966.2
192 EAST 75 STREET	10021	29784	20849	3127.32	4467.6
1922 MCGRAW AVENUE	10462	26828	18779	2723.042	3890.06
1925 7 AVENUE	10026	190347	133243	19986.49	28552.13
1928 DR M L KING JR BOULEVARD	10453	22500	15750	2310	3300
1930 ANTHONY AVENUE	10457	35003	24502	4200	6000
1933 DALY AVENUE	10460	44968	31478	4567.5	6525
1939 GRAND CONCOURSE	10453	80482	56338	8450.72	12072.45
194 RIVERSIDE DRIVE	10025	48822	34176	5152.77	7361.1
1940 ANDREWS AVENUE	10453	68985	48290	7243.425	10347.75
1947 OCEAN AVENUE	11230	48728	34109	4912.4985	7017.86
195 BENNETT AVENUE	10040	37668	26368	3955.14	5650.2
195 CHRYSTIE STREET	10002	34688	24281	3520.7813	5029.69
195 CLAREMONT AVENUE	10027	41062	28744	4311.5625	6159.38
1950 HUTCHINSON RIVER PARKWAY	10461	229950	160965	13827.66	19753.8
1950 HUTCHINSON RIVER PARKWAY	10461	65700	45990	6898.5	9855
1953 70 STREET	11204	54695	38287	8933.61	12762.3
1955 2 AVENUE	10029	146000	102200	17246.25	24637.5
1955 WILLIAMSBRIDGE ROAD	10461	43800	30660	4620	6600
196 EAST 75 STREET	10021	54604	38223	5748.75	8212.5
1960 WILLIAMSBRIDGE ROAD	10461	45260	31682	4593.89	6562.7
1963 RYER AVENUE	10457	24728	17310	2625	3750
1966 NEWBOLD AVENUE	10472	65700	45990	6668.55	9526.5
1966 NEWBOLD AVENUE	10472	102200	71540	9135	13050
1967 MARMION AVENUE	10460	62415	43691	6335.1225	9050.18
197 EAST BROADWAY	10002	30660	21462	3146.5	4495
197 EAST BROADWAY	10002	32850	22995	3334.275	4763.25
1970 WALTON AVENUE	10453	54896	38427	5775	8250
1975 BATHGATE AVENUE	10457	39712	27798	4200	6000
1975 DAVIDSON AVENUE	10453	13432	9402	2741.52	3916.45
1975 LA FONTAINE AVENUE	10457	49932	34952	5075	7250
1975 SEDGWICK AVENUE	10453	42340	29638	4297.51	6139.3
198 MADISON AVENUE	10016	327222	229056	33190.5	47415
198-39 32 AVENUE	11358	28361	19852	2878.6415	4112.35
1985 CRESTON AVENUE	10453	20388	14272	2030	2900
199-21 22 AVENUE	11360	36500	25550	3832.5	5475
199-21 22 AVENUE	11360	36135	25295	6745.2	9636
199-21 22 AVENUE	11360	32120	22484	6745.2	9636
199-21 22 AVENUE	11360	32120	22484	6745.2	9636
1990 GLEASON AVENUE	10472	68730	48111	7216.5975	10309.43
1991 BRONXDALE AVENUE	10462	20002	14001	4060	5800
1995 BROADWAY	10023	70805	49564	7105	10150
1996 ANTHONY AVENUE	10457	36500	25550	3704.75	5292.5
2 5 AVENUE	10011	105448	73814	11072.145	15817.35
2 ARDEN STREET	10040	28361	19852	2878.64	4112.35
2 CHARLTON STREET	10014	235698	164989	24144.75	34492.5
2 CORNELIA STREET	10014	44713	31299	4538.3188	6483.31
2 EAST 129 STREET	10035	28360	19852	2878.6415	4112.35
2 ELTON STREET	11208	35040	24528	3552.5	5075
2 KING STREET	10012	31755	22229	3222.625	4603.75
2 LEXINGTON AVENUE	10010	137655	96359	8738.1	12483
2 MAGAW PLACE	10033	54203	37942	5691.21	8130.3
2 MARBLE HILL AVENUE	10463	40004	28003	4060	5800
2 N.PINEHURST AVENUE	10033	29638	20747	3045	4350
2 SEAMAN AVENUE	10034	54166	37916	5687.43	8124.9
2 SHERMAN AVENUE	10040	65700	45990	6668.55	9526.5
2 SICKLES STREET	10040	31865	22305	3234.2975	4620.43
2 THAYER STREET	10040	51100	35770	1261.995	1802.85
2 WEST 120 STREET	10027	73000	51100	7409.5	10585
2 WEST 29 STREET	10001	80482	56338	8450.715	12072.45
2 WEST 47 STREET	10036	82125	57488	8623.125	12318.75
20 5 AVENUE	10011	54750	38325	5557.125	7938.75
20 BOGARDUS PLACE	10040	40241	28169	4225.3313	6036.19
20 CARDINAL HAYES PLACE	10007	44676	31273	1015	1450
20 EAST 35 STREET	10016	65700	45990	6898.5	9855
20 EAST 76 STREET	10021	51100	35770	7560	10800
20 EAST 76 STREET	10021	98550	68985	10347.75	14782.5
20 EAST CLARKE PLACE	10452	24528	17170	2489.59	3556.56
20 NORTH MOORE STREET	10013	22050	15435	2238.075	3197.25
20 PARK AVENUE	10016	58254	40778	5912.781	8446.83
20 SUTTON PLACE SOUTH	10022	83538	58477	8771.49	12530.7
20 SUTTON PLACE SOUTH	10022	68917	48242	7060.62	10086.6
20 SUTTON PLACE SOUTH	10022	59940	41958	6293.7	8991
20 VESEY STREET	10007	41063	28744	4161.5	5945
20 WEST 20 STREET	10011	44500	31150	4516.75	6452.5
20 WEST 37 STREET	10018	41063	28744	4167.8945	5954.14
20 WEST 77 STREET	10024	44713	31299	4538.3695	6483.39
20 WEST 84 STREET	10024	53324	37327	5495.28	7850.4
20 WEST END AVENUE	10023	0	0	0	0
20-24 31 STREET	11105	87892	61524	2996.7	4281
20-46 31 STREET	11105	50224	35157	2992.5	4275
200 CHURCH STREET	10013	24638	17246	2586.9375	3695.63
200 DYCKMAN STREET	10040	55125	38588	5788.125	8268.75
200 DYCKMAN STREET	10040	45442	31810	4771.515	6816.45
200 EAST 15 STREET	10003	204400	143080	10332	14760
200 EAST 205 STREET	10458	45442	31810	4771.52	6816.45
200 EAST 26 STREET	10010	24638	17246	2500.7063	3572.44
200 EAST 27 STREET	10016	1727180	1209026	0	0
200 EAST 33 STREET	10016	133535	93475	9975	14250
200 EAST 63 STREET	10021	10875	7613	1103.8125	1576.88
200 EAST 72 STREET	10021	131400	91980	13827.66	19753.8
200 EAST 78 STREET	10021	154887	108421	15866.55	22666.5
200 EAST 87 STREET	10128	141419	98993	14486.85	20695.5
200 HAVEN AVENUE	10033	82125	57488	8623.125	12318.75
200 PINEHURST AVENUE	10033	52560	36792	5518.8	7884
200 RIVERSIDE DRIVE	10025	45990	32193	4828.95	6898.5
200 WEST 113 STREET	10026	37668	26368	3955.14	5650.2
200 WEST 16 STREET	10011	82125	57488	3675	5250
200 WEST 54 STREET	10019	127750	89425	13413.75	19162.5
200 WEST 58 STREET	10019	80482	56338	8450.6625	12072.38
200 WEST 60 STREET	10023	162352	113646	17046.96	24352.8
200 WEST 93 STREET	10025	74460	52122	7557.69	10796.7
2000 ANTHONY AVENUE	10457	40004	28003	4060	5800
2004 GLENWOOD ROAD	11210	27923	19546	2834.1338	4048.76
2005 GRAND AVENUE	10453	20257	14180	2056.19	2937.41
2005 MONTEREY AVENUE	10457	3087000	2160900	0	0
201 EAST 12 STREET	10003	41073	28751	4167.2645	5953.24
201 EAST 15 STREET	10003	34487	24141	3500.4813	5000.69
201 EAST 30 STREET	10016	69241	48468	7270.2525	10386.08
201 EAST 37 STREET	10016	80483	56338	8450.72	12072.45
201 EAST 77 STREET	10021	49932	34952	5250	7500
201 EAST 83 STREET	10028	117849	82495	12072.375	17246.25
201 EAST 83 STREET	10028	73913	51739	7760.8125	11086.88
201 EAST 86 STREET	10028	204280	142996	21000	30000
201 EAST MOSHOLU PARKWAY NORTH	10467	16425	11498	1667.1375	2381.63
201 EAST MT EDEN AVENUE	10457	19272	13490	1928.5	2755
201 SHERMAN AVENUE	10034	49275	34493	5001.41	7144.88
201 WEST 105 STREET	10025	22776	15943	2334.5	3335
201 WEST 109 STREET	10025	76650	53655	4706.31	6723.3
201 WEST 120 STREET	10027	0	0	0	0
201 WEST 21 STREET	10011	54604	38223	5748.75	8212.5
201 WEST 77 STREET	10024	51150	35805	5370.75	7672.5
201 WEST 79 STREET	10024	178850	125195	2537.5	3625
201 WEST 85 STREET	10024	127750	89425	13413.75	19162.5
201 WEST 89 STREET	10024	126000	88200	13230	18900
201-02 53 AVENUE	11364	33264	23285	3376.296	4823.28
2013 83 STREET	11214	16425	11498	1667.1375	2381.63
2015 BRUCKNER BOULEVARD	10472	89680	62776	9416.45	13452.08
2015 CRESTON AVENUE	10453	21079	14756	2213.35	3161.93
